pl_name,pl_letter,disc_pubdate,disc_method,disc_refname,dkin_flag,ra,dec,glon,glat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,cb_flag,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_radj,pl_rade,pl_trueobliq,pl_bmassj,pl_bmasse,pl_ntranspec,sy_gaiamag,sy_tmag,sy_w1mag,sy_w4mag,hostname,sy_name,pl_ratdor,pl_imppar
CoRoT-14 b,b,2011-04,tran,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,0,103.4242023,-5.5360385,218.11787,-2.02059,1.51214,,0.027,79.6,2454787.6702,0,0,3.6035031,-0.118627,-3.60155,0.547358,1744.6,1952,,1803.4781,7.3,1.09,12.22,,7.6,2415.4,0,15.8116,15.2135,13.679,9.14,CoRoT-14,CoRoT-14,4.78,0.86
CoRoT-16 b,b,2012-05,tran,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,0,278.5246658,-6.0026026,25.61433,1.1011,5.35227,168.41,0.0618,85.01,,0.33,0,8.0976105,0.936538,-8.04327,1.34056,732.409,1195.53,,96.1756,0.44,1.17,13.11,,0.535,170.032,0,15.6507,14.7587,,,CoRoT-16,CoRoT-16,11.2,0.825
CoRoT-17 b,b,2011-07,tran,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,0,278.699236,-6.612288,25.15299,0.66631,3.7681,0,0.0461,88.34,2454923.3093,0,0,9.2427444,-4.54107,-8.05028,0.82338,1176.12,1626,,640.9232,2.82,1.02,11.43,,2.43,772.29,0,15.4368,14.4756,,,CoRoT-17,CoRoT-17,6.23,0.18
CoRoT-18 b,b,2011-09,tran,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,0,98.1724172,-0.0316045,210.8191,-4.18491,1.9000693,,0.0295,86.5,,0.08,0,4.0100233,2.33468,-3.2603,1.28063,764.889,1550,,823.7009,2.2,1.31,14.68,20,3.47,1102.82,0,14.8009,14.2465,12.955,8.771,CoRoT-18,CoRoT-18,6.35,0.4
CoRoT-19 b,b,2012-01,tran,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,0,97.0335983,-0.1707293,210.42057,-5.26125,3.89713,,0.0518,88,,0.047,0,7.6938008,4.79937,-6.01337,1.23764,790.663,2000,,1103.809,0.71,1.29,14.46,,1.11,352.78,0,13.7831,13.1861,11.763,9.147,CoRoT-19,CoRoT-19,6.7,0.24
CoRoT-2 b,b,2008-05,tran,<a refstr=ALONSO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..21A/abstract target=ref> Alonso et al. 2008 </a>,0,291.7770457,1.3836634,38.26267,-7.29102,1.7429935,102,0.02798,88.08,2454237.53562,0.0143,0,11.4550454,-3.40878,-10.9361,4.66076,213.283,1521,,932.9076,1.47,1.466,16.432,,3.47,1102.82,0,12.2489,11.6659,10.064,9.035,CoRoT-2,CoRoT-2,6.7,0.221
CoRoT-20 b,b,2012-02,tran,<a refstr=DELEUIL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.145D/abstract target=ref> Deleuil et al. 2012 </a>,0,97.7204249,0.2268931,210.38123,-4.4686,9.24285,60.1,0.09,88.21,2455265.79074,0.59,0,2.8157236,-0.262189,-2.80349,1.15699,844.061,1024,,180.8704,8.87,0.84,9.41556,,4.3,1366.669,0,14.4686,13.8786,12.446,8.493,CoRoT-20,CoRoT-20,18.95,0.26
CoRoT-20 c,c,2018-11,rv,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>,0,97.7204249,0.2268931,210.38123,-4.4686,1675,65,2.9,,2454136,0.6,0,2.8157236,-0.262189,-2.80349,1.15699,844.061,168.16,,0.1759,16.4,1.09,12.2,,17,5403.11,0,14.4686,13.8786,12.446,8.493,CoRoT-20,CoRoT-20,,
CoRoT-21 b,b,2012-09,tran,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,0,101.0526207,-0.2991544,212.37415,-1.74447,2.72474,,0.0417,86.8,,0,0,11.7168394,-11.578,1.7984,0.714881,1398.83419686,2044.44,,2915.5997,1.36,1.3,14.5717,,2.26,718.2958,0,15.8558,15.2756,13.674,9.006,CoRoT-21,CoRoT-21,4.6,0.25
CoRoT-22 b,b,2014-08,tran,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,0,280.6671392,6.2191669,37.48307,4.775,9.75598,210,0.092,89.749,,0.077,0,2.3150628,2.02362,1.12449,1.56624,627.158,885,,121.8837,0.249,0.435,4.88,,0.038,12.2,0,13.7305,13.2006,11.889,8.87,CoRoT-22,CoRoT-22,17.3,0.012
CoRoT-23 b,b,2012-01,tran,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,0,279.7826586,4.3577516,35.41749,4.71959,3.6313,52,0.048,85.7,,0.16,0,8.6628393,-2.40647,-8.32188,0.91542,1060.97,1660,,530.0221,3,1.05,11.77,,2.8,889.9,0,15.0681,14.1956,12.14,8.354,CoRoT-23,CoRoT-23,6.85,0.56
CoRoT-24 b,b,2014-07,tran,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,0,101.922543,-3.7192892,215.81744,-2.52763,5.1134,,0.056,86.5,,0,0,3.0425443,-1.29402,2.75365,1.66329,591.555,1070,,79.826,0.9,0.33,3.7,,0.018,5.7,0,15.1801,14.5115,12.898,9.039,CoRoT-24,CoRoT-24,10.9,0.65
