sy_name,sy_snum,sy_pnum,sy_mnum,cb_flag,ra,dec,glon,glat,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_gaiamag,sy_tmag,sy_vmag,sy_jmag,sy_kmag,sy_w1mag,sy_w4mag
EPIC 220674823,1,2,0,0,13.0800239,10.7947051,123.28442,-52.07644,244.59,4.06029,61.004017,60.9629,2.2394,11.9535,11.4574,12.101,10.77,10.344,10.299,8.423
EPIC 228836835,1,1,0,0,189.5748998,-5.2446247,296.84098,57.47166,150.124,6.63375,108.7583778,-108.235,10.6569,15.4185,14.2591,16.77,12.831,12.02,11.877,8.871
EPIC 229004835,1,1,0,0,186.4860415,-1.4047214,289.77763,60.81426,121.971,8.17036,133.5434698,-129.128,-34.0561,10.0494,9.63123,10.23,9.061,8.725,8.653,8.231
EPIC 246851721,2,1,0,0,78.9198197,16.2786991,186.97531,-12.64088,372.632,2.66391,13.2641483,2.71745,-12.9828,11.2549,10.8243,11.237,10.199,9.893,9.813,8.609
EPIC 248847494,1,1,0,0,159.3890808,11.8427484,232.28858,55.10278,551.886,1.78346,38.7618964,-38.743,1.21019,12.1722,11.594,12.353,10.765,10.148,10.121,8.318
EPIC 249893012,1,3,0,0,228.2482353,-16.7246474,345.11043,34.30816,321.296,3.08429,36.8679057,13.5528,-34.2865,11.4019,10.8872,11.429,10.216,9.714,9.691,8.611
FU Tau,1,1,0,0,65.8974962,25.0506711,172.11406,-16.9613,133.4950466,7.4909146,25.1,12.4,-21.8,15.2412,13.7781,,10.781,9.324,8.595,4.596
G 192-15,1,2,0,0,90.6220931,49.861939,163.23791,13.11996,9.53114,104.89,852.7194205,67.2176,-850.066,12.6973,11.2273,14.64,9.35,8.435,,
G 196-3,1,1,0,0,151.0884754,50.3861806,165.11109,50.75922,21.7912,45.8611,246.767657,-141.177,-202.394,10.6123,9.47983,11.672,8.081,7.199,7,6.771
G 261-6,1,1,0,0,291.07432,75.5558405,107.22879,24.19546,10.6267,94.0738,698.2421958,369.642,592.374,13.4037,11.8694,15.75,9.908,8.963,,
G 264-012,1,2,0,0,326.6719598,66.803848,106.14833,10.16235,16.009,62.4358,443.8209602,392.71,206.775,11.7617,10.4626,13.078,8.837,7.986,,
G 268-110,1,1,0,0,16.223688,-18.124802,142.63372,-80.4777,,,,,,,11.267,14.7,9.387,8.453,,
G 9-40,1,1,0,0,134.7188514,21.0747961,206.06509,37.03563,27.9276,35.7781,363.6302602,175.512,-318.469,12.7331,11.5219,13.821,10.058,9.19,9.032,8.597
GJ 1002,1,2,0,0,1.6764641,-7.5462123,92.44529,-67.73033,4.84867,206.213,2059.5072713,-811.48,-1892.9,11.7804,10.2531,13.76,8.323,7.439,,
GJ 1061,1,3,0,0,54.0032486,-44.5143104,251.87109,-52.90138,3.67278,272.245,833.7162183,745.286,-373.673,10.9889,9.47068,12.7,7.523,6.61,6.387,5.855
GJ 1132,1,2,0,0,153.7090696,-47.1549358,277.25461,7.75911,12.613,79.2543,1132.4832583,-1053.98,414.3,12.138,10.8372,13.68,9.245,8.322,8.17,7.916
GJ 1148,1,2,0,0,175.4326081,42.7515862,160.61794,68.91636,11.0143,90.7623,582.6429082,-575.654,-89.9735,10.5769,9.29573,11.939,7.608,6.822,6.672,6.254
GJ 1151,1,1,0,0,177.7304866,48.3732334,147.86957,65.72032,8.03625,124.407,1821.0445189,-1545.7,-962.816,11.6938,10.2972,13.76,8.488,7.637,,
GJ 1214,1,1,0,0,258.8313991,4.9606795,26.16217,23.60704,14.6427,68.2653,948.0511007,580.447,-749.588,13.0089,11.581,15.1,9.75,8.782,8.598,8.084
GJ 1252,1,1,0,0,306.9286462,-56.4622865,341.21724,-35.49343,20.373,49.0558,1301.7499099,424.414,-1230.62,11.2364,10.1165,12.68,8.697,7.915,,
GJ 1265,1,1,0,0,333.4324675,-17.6870623,39.07968,-52.51355,10.2525,97.5087,909.990783,856.89,-306.305,12.0807,10.8472,14.01,8.955,8.115,,
GJ 1289,1,1,0,0,355.7813464,36.5363314,107.92271,-24.33642,8.35147,119.711,954.3494475,942.265,-151.392,11.1534,9.81379,12.48,8.11,7.226,,
GJ 143,1,2,0,0,51.7501882,-63.500166,279.23027,-45.82079,16.32,61.2455,432.8060751,355.084,-247.46,7.67906,6.9934,8.08,6.081,5.375,,
GJ 15,2,2,0,0,4.6126677,44.0247296,116.69017,-18.44687,3.56228,280.69,2920.710871,2891.52,411.903,7.2162,6.229,8.09,5.252,4.018,3.872,3.602
GJ 160.2,1,1,0,0,61.6454173,-20.8564724,215.8726,-45.26015,25.8557,38.6473,780.8232337,53.0942,-779.016,9.20154,8.4665,9.7,7.439,6.702,6.583,6.605
GJ 163,1,3,0,0,62.3228353,-53.3711768,262.77663,-45.32001,15.1285,66.0714,1198.1722566,1046.14,584.13,10.6771,9.47061,11.79,7.948,7.135,6.978,6.572
GJ 179,1,1,0,0,73.0245495,6.4752347,192.2274,-22.86269,12.356,80.9036,342.4034373,153.425,-306.106,10.7055,9.44636,11.963,7.814,6.942,6.804,6.539
GJ 180,1,3,0,0,73.460097,-17.776194,216.96953,-33.72746,11.9407,83.7182,763.0623234,408.571,-644.464,9.93395,8.8249,10.914,7.413,6.598,6.45,6.159
GJ 2030,1,2,0,0,50.8237604,-7.7950429,191.80875,-49.20245,37.0788,26.9407,219.5420718,1.76212,-219.535,6.02088,5.5464,6.20902,4.909,4.417,4.325,4.298
GJ 2056,1,1,0,0,108.0194945,-24.8921008,237.4367,-6.85292,28.4434,35.1286,114.4469629,-114.355,-4.58708,9.72281,8.8868,10.37,7.704,6.89,6.807,6.748
GJ 2126,1,1,0,0,257.3606793,-35.391719,350.37986,2.76532,38.129,26.1982,102.0643163,-46.6689,-90.7697,10.1496,9.3703,10.7,8.283,7.557,7.533,4.615
GJ 229,3,2,0,0,92.6435993,-21.8677233,228.61506,-18.44091,5.75624,173.696,731.8329536,-135.985,-719.088,7.30724,6.408,8.15,5.104,4.166,4.042,3.839
GJ 238,1,1,0,0,98.454881,-58.5250316,267.83346,-25.12418,15.2142,65.6992,892.6796479,-404.351,795.85,10.5294,9.36854,11.62,7.898,7.03,,
GJ 251,1,2,0,0,103.7002499,33.2664632,182.93672,15.13189,5.58057,179.164,828.3471043,-726.394,-398.134,8.85518,7.64819,9.89,6.104,5.275,5.119,4.786
GJ 27.1,1,1,0,0,9.9980016,-44.2541679,309.84569,-72.72011,23.6062,42.3328,530.5741627,482.467,-220.759,10.579,9.54228,11.45,8.225,7.394,7.195,6.898
GJ 273,1,2,0,0,111.852091,5.225807,212.34455,10.37353,5.921535,263.26,3737.8706505,571,-3694,,7.308,9.84,5.714,4.857,,
GJ 3021,2,1,0,0,4.0634323,-79.8514218,304.86901,-37.14415,17.5559,56.9319,437.5480518,433.908,-56.3218,6.39729,5.9121,6.59,5.366,4.859,4.845,4.781
GJ 3082,1,1,0,0,18.6432425,-53.9407751,295.46265,-62.85069,16.6186,60.1445,327.7180187,103.371,310.988,10.2011,9.14696,11.041,7.805,6.966,6.856,6.581
GJ 3090,1,2,0,0,20.4384281,-46.7147234,287.95198,-69.52189,22.4751,44.4649,136.8908631,-111.206,-79.8269,10.5521,9.49275,11.403,8.168,7.294,7.053,6.941
GJ 3138,1,3,0,0,32.2977385,-16.3392495,185.99827,-69.01004,28.4712,35.0943,522.3937499,516.324,79.4025,10.1924,11.075,10.8275,,7.246,7.055,7.094
GJ 317,1,2,0,0,130.2445254,-23.452809,246.79531,11.19034,15.1968,65.7744,928.2322049,-461.162,805.571,10.7539,9.51138,12.4,7.934,7.028,6.867,6.502
GJ 328,1,2,0,0,133.7819507,1.5420011,226.70991,27.99859,20.5266,48.6883,1046.9266282,44.7451,-1045.97,9.2861,8.35839,9.99,7.191,6.352,6.301,6.213
GJ 3293,1,4,0,0,67.1484425,-25.1713396,223.54147,-41.61299,20.1903,49.4999,492.2542799,-81.4263,-485.473,10.9788,9.82063,11.945,8.362001,7.486,7.207,6.932
GJ 3323,1,2,0,0,75.4868824,-6.9485133,206.43154,-27.47443,5.37484,186.023,767.7791462,-551.722,-533.936,10.6467,9.4284,12.57,7.617,6.736,6.548,6.091
GJ 3341,1,1,0,0,78.9471415,-31.2948458,234.21914,-33.03266,23.619,42.3099,553.7493806,494.228,249.754,11.1029,9.99373,12.062,8.592,7.733,7.644,7.354
GJ 3378,1,1,0,0,90.2951302,59.5931917,154.06787,17.17401,7.72274,129.459,934.6639788,-104.924,-928.756,10.4084,9.12867,12.37,7.465,6.639,,
GJ 338,2,1,0,0,138.5916722,52.6835211,164.94013,42.66615,6.33256,157.885,1706.0088713,-1573.12,-660.121,7.04775,6.046,7.7,4.779,4.136,,
GJ 341,1,1,0,0,140.3993759,-60.2811692,279.58436,-7.30635,10.454,95.6279,859.6210218,-840.114,182.09,8.67538,7.66874,9.49,6.442,5.587,,
GJ 3470,1,1,0,0,119.7735021,15.391209,206.23529,21.75667,29.4214,33.9601,194.3609859,-185.734,-57.2632,11.3537,10.2479,12.332,8.794,7.989,7.807,7.786
GJ 3473,2,2,0,0,120.5936065,3.3371629,218.15071,17.28798,27.3644,36.515,554.7223327,-403.168,-381.015,12.465,11.1972,13.74,9.627,8.829001,8.671,8.347
GJ 3512,1,2,0,0,130.3316616,59.4918364,157.24389,36.96199,9.48637,105.386,1305.8410506,-260.421,-1279.61,13.1117,11.576,15.18,9.615,8.668,,
GJ 357,1,3,0,0,144.0074644,-21.6650634,253.88843,22.08045,9.44181,105.883,999.9759509,138.694,-990.311,9.88036,8.74094,10.91,7.337,6.475,,
GJ 3634,1,1,0,0,164.6433493,-31.1443383,276.22112,25.8085,20.3779,49.044,574.1777508,-566.861,-91.3712,10.9233,9.79462,11.938,8.361,7.47,7.241,6.879
GJ 367,1,3,0,0,146.121464,-45.7790165,272.24323,5.6589,9.41263,106.211,744.05896,-462.549,-582.814,9.15159,8.031941,10.153,6.632,5.78,,
GJ 3779,1,1,0,0,200.7335358,24.4639425,14.08223,82.4285,13.743,72.7352,1061.9991011,-615.951,-865.128,11.6266,10.3381,13.04,8.728,7.957,,
GJ 3929,1,2,0,0,239.5775678,35.4081141,56.66419,49.59735,15.8095,63.224,348.9865767,-143.277,318.219,11.5109,10.2705,12.675,8.694,7.869,,
GJ 393,1,1,0,0,157.2288672,0.8378485,244.47566,46.88333,7.03149,142.188,948.4442122,-603.003,-732.075,8.67373,7.55839,9.65,6.176,5.311,,
GJ 3942,1,1,0,0,242.2645452,52.9441443,82.20459,45.46907,16.9287,59.0421,213.1474524,203.934,61.99,9.40765,8.42457,10.166,7.185,6.331,6.262,6.054
GJ 3988,1,1,0,0,255.8503747,51.4089795,78.48019,37.48188,9.9105,100.874,622.715912,124.575,610.128,11.9925,10.5929,13.627,8.768,7.921,,
GJ 3998,1,3,0,0,259.0020507,11.0561751,32.27249,26.15047,18.1459,55.0799,373.4729173,-137.311,-347.315,9.98337,8.93677,10.844,7.634,6.816,6.678,6.445
GJ 411,1,2,0,0,165.834471,35.972317,185.11257,65.43126,5.675773,392.4,4802.1546206,-580,-4767,,5.697,7.49,4.32,3.501,,
GJ 414,2,2,0,0,167.7745044,30.4451688,198.37152,67.81292,11.8893,84.0803,623.6368895,591.622,-197.247,7.72808,6.919,8.31,5.764,4.979,4.853,4.881
GJ 422,1,1,0,0,168.9810458,-57.5425629,290.36745,2.98047,12.6631,78.9409,2737.706412,-2468.48,1183.91,10.4771,9.28858,11.66,7.811,7.035,,
GJ 4274,1,2,0,0,335.7805478,-17.6104078,40.6105,-54.55938,7.23556,138.178,781.733033,308.434,-718.314,11.5542,10.2753,13.31,8.242,7.319,,
GJ 4276,1,1,0,0,336.3221454,59.412503,105.28992,1.64262,21.3362,46.8399,333.3662868,122.369,-310.095,11.6605,10.3854,12.903,8.745,7.887,7.736,7.583
GJ 433,1,3,0,0,173.8619194,-32.5436302,284.88498,27.65117,9.06456,110.291,853.6175037,-70.7678,-850.679,8.89138,7.80742,9.81,6.471,5.623,5.447,5.204
GJ 436,1,1,0,0,175.5505363,26.7030669,210.55638,74.57238,9.75321,102.501,1209.8576781,895.047,-814.031,9.57148,8.40346,10.67,6.9,6.073,6.017,5.58
GJ 463,1,1,0,0,185.7440496,64.0324311,128.07997,52.8104,18.3554,54.4509,769.8655567,-673.251,373.398,10.5462,9.39352,11.595,7.937,7.122,,
GJ 480,1,1,0,0,189.7134226,11.6950708,291.48636,74.2865,14.2358,70.2164,1182.6515022,-1155.7,-251.042,10.3249,9.10756,11.49,7.581,6.691,,
GJ 486,1,1,0,0,191.981531,9.7494181,300.0371,72.60142,8.07426,123.821,1108.4628997,-1008.6,-459.8,10.094,8.8223,11.39,7.195,6.362,,
GJ 504,1,1,0,0,199.192348,9.4249781,322.78669,71.31364,17.5299,57.0186,386.8630302,-336.664,190.579,5.04156,4.6552,5.18799,4.392,4.033,3.787,3.757
GJ 508.2,1,1,0,0,200.2443854,34.2776644,83.15516,80.44433,16.6374,60.0765,567.7300317,483.705,-297.232,9.76539,8.969,10.61,7.398,6.555,,
GJ 514,1,1,0,0,202.5040424,10.3725387,333.2377,70.9386,7.61778,131.243,1557.0796558,1127.51,-1073.88,8.20621,7.16738,9.05,5.902,5.036,,
GJ 536,1,2,0,0,210.2597264,-2.6522901,335.05211,55.81739,10.4092,96.0398,1019.3442717,-825.424,598.112,8.85881,7.81159,9.71,6.516,5.683,,
GJ 581,1,3,0,0,229.8564725,-7.7226935,354.07234,40.02208,6.2981,158.749,1225.3257121,-1221.47,-97.1295,9.411,8.20238,10.57,6.706,5.837,5.743,5.35
GJ 625,1,1,0,0,246.3557854,54.3033625,83.20997,42.78368,6.47249,154.471,464.926854,432.073,-171.668,9.13702,8.02476,10.066,6.608,5.833,5.707,5.325
GJ 649,1,1,0,0,254.5363221,25.7419719,46.52106,35.33721,10.3796,96.3141,520.8498864,-115.479,-507.887,8.81875,7.76978,9.7,6.448,5.624,5.559,5.235
GJ 667,3,5,0,0,259.7510609,-34.9977651,351.84167,1.41002,7.24396,138.017,1151.9552244,1131.61,-215.545,9.38033,8.3617,10.602,6.848,6.036,5.886,5.515
GJ 674,1,1,0,0,262.1700476,-46.8989826,343.00208,-6.78174,4.54896,219.801,1050.0914102,572.582,-880.251,8.33063,7.15787,9.38,5.711,4.855,4.763,4.362
GJ 676,2,4,0,0,262.5448903,-51.6377777,339.10272,-9.54226,16.0272,62.365,317.0836723,-257.873,-184.509,8.86517,7.90696,9.58,6.711,5.825,5.8,5.62
GJ 682,1,2,0,0,264.2610245,-44.3232519,345.9806,-6.63429,5.00671,199.703,1174.0017621,-706.117,-937.912,9.57025,8.24607,10.94,6.544,5.606,,
GJ 685,1,1,0,0,263.8960378,61.6793482,90.75762,32.5891,14.3155,69.8254,577.2316268,261.895,-514.4,9.1671,8.16639,9.98,6.884,6.066,,
GJ 687,1,2,0,0,264.1041731,68.3336741,98.59611,31.96608,4.54939,219.781,1309.3944652,-320.636,-1269.53,8.02754,6.848,9.15,5.335,4.548,4.398,4.061
GJ 720,2,1,0,0,278.8294172,45.7456038,74.39563,21.73083,15.5575,64.2488,580.2814772,452.186,363.668,9.10496,8.135181,9.84,6.881,6.082,,
GJ 724,1,1,0,0,280.238365,-13.3824997,19.82504,-3.78099,16.9658,58.9132,677.8415697,-94.3221,-671.247,9.76915,8.682,10.638,7.397,6.546,,
GJ 740,1,1,0,0,284.4997178,5.902867,38.93233,1.23509,11.1017,90.0477,1236.1557764,-196.301,-1220.47,8.45636,7.46819,9.22,6.239,5.357,,
GJ 806,1,2,0,0,311.2697002,44.5002351,84.07015,1.00774,12.0445,82.9968,511.8037756,434.079,271.143,9.82461,8.72762,10.79,7.329,6.533,,
GJ 832,1,1,0,0,323.3912616,-49.0125169,349.16814,-46.34872,4.96435,201.407,817.8892865,-45.8344,-816.604,7.73761,6.68,8.66,5.349,4.501,4.298,4.052
GJ 849,1,2,0,0,332.4229938,-4.6408317,55.89444,-45.40318,8.80058,113.6,1132.7461051,1132.53,-22.1255,9.2245,8.02198,10.41,6.51,5.594,5.57,5.177
GJ 86,2,1,0,0,32.6224785,-50.8209945,275.90766,-61.95722,10.7836,92.7042,2218.591653,2124.85,638.092,5.88516,5.3588,6.12,4.785,4.125,4.06,4.081
GJ 876,1,4,0,0,343.3239737,-14.2665958,52.00313,-59.63511,4.67517,213.867,1171.1009489,957.961,-673.638,8.8753,7.57703,10.16,5.934,5.01,4.863,4.523
GJ 887,1,4,0,0,346.5027573,-35.8473489,5.09735,-65.98674,3.28679,304.219,6895.5462606,6765.99,1330.39,6.52199,5.5664,7.56,4.338,3.465,,
GJ 896,2,1,0,0,352.9700384,19.9370011,98.57856,-39.14311,6.26022,159.71,580.6759005,577.605,-59.6403,9.03758,7.79421,10.05,6.162,5.326,,
GJ 900,3,1,0,0,353.7526177,1.6055211,87.24859,-55.87877,20.8065,48.0331,340.9917681,339.797,28.5199,9.02571,8.03,9.59,6.881,6.044,,
GJ 9066,1,1,0,0,30.0588307,13.0443172,147.66932,-46.49657,4.471,223.635,2084.5806325,1096.56,-1772.86,10.6711,9.29741,12.71,7.514,6.648,,
GJ 9404,1,1,0,0,184.8472095,28.3827126,201.04684,82.80097,23.8839,41.8403,652.5197868,-647.719,79.0074,9.87021,8.85,10.62,7.666,6.796,,
GJ 96,1,1,0,0,35.5624031,47.8802075,138.29282,-12.26466,11.9315,83.7829,219.8002602,215.926,41.0867,8.63186,7.64213,9.4,6.377,5.554,5.464,5.254
GJ 9689,1,1,0,0,303.467731,13.3888921,54.62427,-11.48747,30.6203,32.6292,422.35657,421.921,19.1766,10.5372,9.54885,11.297,8.309,7.468,,
GJ 9773,1,1,0,0,333.1502333,8.5503355,70.11203,-37.53603,15.9211,62.781,678.8734907,106.8,-670.42,10.9047,9.73363,12.033,8.277,7.472,,
GJ 9827,1,3,0,0,351.7717763,-1.2853435,81.34803,-57.18299,29.661,33.6855,433.6784124,376.019,216.071,9.83773,9.0684,10.37,7.984,7.193,6.99,6.957
GPX-1,1,1,0,0,38.3691648,56.025708,136.89331,-4.05517,655.013,1.49895,3.252516,-3.2521,0.052018,12.2228,11.9004,12.316,11.357,11.181,11.1,8.371
GQ Lup,1,1,0,0,237.3003643,-35.6515055,338.9253,14.51078,151.169,6.58678,27.5688043,-14.2572,-23.596,11.2608,10.3965,11.593,8.605,7.096,6.125,2.379
GSC 06214-00210,1,1,0,0,245.4776921,-20.7193398,355.26184,20.12464,108.5,9.18797,36.7688781,-19.3788,-31.2476,11.8633,11.0754,12.416,9.998,9.152,9.099,8.138
GU Psc,1,1,0,0,18.146485,17.0650029,130.15305,-45.51002,47.5501,21.0019,139.5744596,96.6423,-100.704,12.9656,11.7605,14.146,10.211,9.345,9.256,8.404
Gaia-1,1,1,0,0,90.6436658,-0.5771099,207.81493,-11.12207,363.66,2.72112,41.1104394,5.93345,-40.68,12.9988,12.4821,13.242,11.711,11.269,11.213,8.994
Gaia-2,1,1,0,0,110.7353308,67.2526565,148.61097,27.88329,209.229,4.75066,25.003903,6.90662,24.0311,11.1968,10.7447,11.277,10.128,9.742,9.716,9.006
Gaia-4,1,1,0,0,209.5063762,31.6954898,54.40658,74.81543,73.4829,13.5797,77.6711421,-75.5401,18.0693,11.9187,11.1045,12.405,9.945,9.135,9.056,8.86
Gaia-5,1,1,0,0,302.0408173,41.9415455,78.0844,5.00609,41.1813,24.2541,128.7006632,102.569,77.7397,13.2287,12.0628,14.61,10.603,9.754,9.58,8.444
Gaia22dkvL,1,1,0,0,151.769,-66.1808889,287.36784,-8.41018,1270,,,,,,,,,,,
Gl 378,1,1,0,0,150.5865513,48.0824515,168.74261,51.19188,14.9545,66.8407,1605.1016236,-633.076,-1474.98,9.26515,8.25157,10.03,6.949,6.16,,
Gl 410,1,1,0,0,165.6604212,21.9669164,218.75093,64.78003,11.9324,83.7765,152.0038802,142.849,-51.9552,8.807,7.80973,9.57,6.522,5.688,5.65,5.421
Gl 49,2,1,0,0,15.6687321,62.3454386,124.23545,-0.49786,9.8528,101.465,736.7380754,731.135,90.6896,8.66282,7.59661,9.56,6.23,5.371,5.302,5.086
Gl 686,1,1,0,0,264.4764878,18.5959509,42.24615,24.29465,8.15728,122.561,1352.2119149,926.741,984.697,8.73899,7.69224,9.62,6.36,5.572,,
Gl 725,2,1,0,0,280.6834312,59.638109,89.29524,24.23792,3.5214,283.949,2221.0396216,-1311.91,1792.18,7.84944,6.724,8.94,5.189,4.432,,
Gliese 12,1,1,0,0,3.9579137,13.5576175,109.835,-48.40659,12.21,81.8711,700.2704562,618.003,329.319,11.3963,10.1769,12.6,8.619,7.807,,
HAT-P-1,2,1,0,0,344.4453632,38.674919,99.79172,-19.03641,158.979,6.26153,52.8378021,32.3837,-41.7508,10.1786,9.76031,9.827,9.156,8.858,8.732,8.37
HAT-P-11,1,2,0,0,297.7101763,48.0818635,81.83486,10.77239,37.7647,26.4508,264.8686021,125.984,232.988,9.15098,8.5077,9.46,7.608,7.009,6.919,6.867
HAT-P-12,1,1,0,0,209.3886452,43.49331,87.99255,68.87632,142.751,6.97632,141.8823722,-134.791,-44.2944,12.4197,11.7551,12.665,10.794,10.108,10.077,8.49
HAT-P-13,1,2,0,0,129.8823772,47.3519076,172.49839,37.54198,246.81,4.02313,35.7342909,-24.1415,-26.3463,10.4168,9.9596,10.421,9.328,8.975,8.962,8.925
HAT-P-14,2,1,0,0,260.1161719,38.2421682,62.58916,33.53751,222.663,4.46233,7.0779684,2.24068,-6.71394,9.87283,9.54417,9.988,9.094,8.851,8.805,8.761
HAT-P-15,1,1,0,0,66.248142,39.460602,161.55863,-6.8916,192.516,5.16638,17.186859,14.4034,-9.37711,11.7232,11.0878,12.41,10.194,9.641,9.601,8.441
HAT-P-16,3,1,0,0,9.5730343,42.4630961,120.34675,-20.34266,226.637,4.38591,22.0468365,-21.5641,-4.58831,10.7568,10.374,10.911,9.85,9.553001,9.506,8.681
HAT-P-17,1,2,0,0,324.5359781,30.4881882,80.8515,-16.17689,92.3831,10.796,150.2840947,-80.3954,-126.972,10.2743,9.7525,10.375,9.017,8.544,8.506,8.065
HAT-P-18,1,1,0,0,256.346376,33.0123251,55.652,35.56176,161.4,6.16693,39.2955032,-14.0729,-36.6891,12.3682,11.733,12.597,10.822,10.234,10.195,8.915
HAT-P-19,1,1,0,0,9.5165832,34.7114025,119.8176,-28.07947,202.078,4.91998,42.0916998,-26.7753,-32.4776,12.5567,11.9475,12.826,11.095,10.546,10.495,8.691
HAT-P-2,1,2,0,0,245.1514324,41.0479601,65.02085,45.2323,127.774,7.79749,30.9650963,-10.312,-29.1976,8.59842,8.27468,8.72,7.796,7.603,7.571,7.567
HAT-P-20,1,1,0,0,111.9164295,24.3361185,194.41535,18.39436,71.0374,14.0483,96.3636397,-4.98526,-96.2346,10.9903,10.2832,11.231,9.276,8.601,8.559,8.063
HAT-P-21,1,1,0,0,171.2749348,41.0280207,169.32461,67.4636,277.278,3.57807,13.2872218,-1.08803,13.2426,11.5583,11.1065,11.459,10.503,10.111,10.073,9.158
HAT-P-22,2,1,0,0,155.6814593,50.1287115,163.64677,53.56645,81.7647,12.2014,87.7253495,-26.1816,83.7273,9.51936,9.007,9.763,8.293,7.837,7.59,7.705
HAT-P-23,1,1,0,0,306.1239076,16.7621462,58.93637,-11.83428,364.813,2.71289,14.3246506,13.263,-5.41188,12.1741,11.734,11.937,11.103,10.791,10.748,9.031
HAT-P-24,2,1,0,0,108.8251171,14.2626064,202.73799,11.65314,415.344,2.37947,8.330933,8.15226,-1.71613,11.6396,11.3072,11.762,10.797,10.543,10.5,8.736
HAT-P-25,1,1,0,0,48.4354731,25.1973548,159.31431,-27.44257,300.384,3.30091,19.1456731,13.4899,-13.586,12.8416,12.2192,13.146,11.319,10.815,10.756,8.495
HAT-P-26,1,1,0,0,213.1565508,4.0594175,346.51303,59.87255,141.837,7.02213,147.8161704,37.8389,-142.891,11.4641,10.9016,11.757,10.08,9.581,9.536,8.983
HAT-P-27,2,1,0,0,222.7673221,5.9473626,1.68335,54.544,199.173,4.9922,28.7532307,-28.6207,-2.7575,11.9562,11.4063,12.052,10.626,10.109,10.078,9.039
HAT-P-28,1,1,0,0,13.0009159,34.728402,123.06375,-28.1432,401.319,2.46327,25.6783419,25.5187,2.85888,12.8718,12.3396,13.098,11.561,11.104,11.058,9.39
HAT-P-29,2,1,0,0,33.1310921,51.7787754,135.4706,-9.10798,313.576,3.16099,9.9866415,-9.80455,1.89837,11.7336,11.2791,11.825,10.648,10.297,10.244,9.143
HAT-P-3,2,1,0,0,206.0940142,48.028565,100.16678,66.69255,134.554,7.40311,31.0851689,-19.7461,-24.0079,11.2795,10.7164,11.856,9.936,9.448,9.377,9.038
HAT-P-30,2,1,0,0,123.9498431,5.8368669,217.41185,21.40542,213.985,4.64498,29.536512,-17.5162,23.7821,10.2998,9.93908,10.352,9.442,9.151,9.039,8.394
HAT-P-31,1,1,0,0,271.5376722,26.4266061,52.72026,21.06338,344.05,2.87789,15.3265577,-7.43661,-13.4015,11.4501,11.0269,11.667,10.423,10.083,10.061,8.426
HAT-P-32,2,1,0,0,31.0427614,46.6878512,135.69851,-14.37306,289.205,3.43046,10.421795,-9.82484,3.47654,11.1335,10.7696,11.439,10.251,9.99,9.902,8.568
HAT-P-33,2,1,0,0,113.1842383,33.8350214,185.30741,22.73004,396.11,2.4966,2.6488627,0.0960682,-2.64712,11.0238,10.7131,11.032,10.263,10.004,9.998,8.931
HAT-P-34,1,1,0,0,303.1954355,18.1047776,58.54106,-8.75906,249.325,3.98272,20.8852185,16.3949,-12.9383,10.1944,9.87463,10.403,9.46,9.247,9.177,8.505
HAT-P-35,3,1,0,0,123.250703,4.7870288,218.07385,20.30811,506.965,1.94478,12.0659445,-9.57011,-7.34847,12.2802,11.8997,12.389,11.358,11.03,11.018,8.367
HAT-P-36,1,1,0,0,188.2662048,44.9153672,133.41389,71.83707,294.419,3.36776,14.1613865,-11.6408,8.06453,12.093,11.6281,12.146,11.046,10.603,10.594,8.642
HAT-P-37,1,1,0,0,284.2960393,51.2691212,81.20831,19.98353,390.594,2.53138,4.2015058,-4.11372,-0.854376,13.2615,12.7678,13.427,12.092,11.667,11.623,9.297
HAT-P-38,1,1,0,0,35.3834942,32.2460441,144.22935,-26.87267,255.206,3.88991,52.3566524,47.771,-21.4278,12.3021,11.7524,12.525,10.989,10.501,10.448,8.568
HAT-P-39,2,1,0,0,113.7582526,17.8300283,201.4173,17.44627,697.004,1.40636,8.6647019,1.12139,-8.59183,12.2269,11.8887,12.282,11.424,11.157,11.132,9.066
HAT-P-4,2,1,0,0,229.99122,36.229545,58.47975,57.3363,320.451,3.09194,32.5154393,-21.6606,-24.2502,11.0634,10.6506,11.118,10.1,9.770001,9.729,9.165
HAT-P-40,1,1,0,0,335.5129199,45.4573423,97.34365,-9.86299,464.469,2.12459,10.4684584,8.96222,-5.40992,11.4162,10.9726,11.34,10.367,10.009,9.975,8.31
HAT-P-41,2,1,0,0,297.3226523,4.6724124,43.84092,-10.62609,348.185,2.84386,7.1841239,-3.27913,-6.3921,10.939,10.5523,11.365,10.006,9.728,9.559,9.085
HAT-P-42,1,1,0,0,135.3443583,6.0970828,223.004,31.58211,405.238,2.43957,33.5158307,-2.91071,-33.3892,12.0031,11.5598,12.125,10.96,10.626,10.569,9.103
HAT-P-43,1,1,0,0,128.9256885,10.2065866,215.48946,27.75424,528.825,1.86227,16.4078168,-9.05086,-13.6857,13.2165,12.7656,13.279,12.146,11.764,11.732,8.768
HAT-P-44,1,2,0,0,213.1438604,47.0147826,89.60271,64.52011,347.85,2.84594,31.6808398,-29.6806,11.0787,12.9729,12.4474,13.225,11.729,11.275,11.242,9.218
