hostname,hostid,sy_name,hd_name,hip_name,tic_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,st_logg,st_age,st_met,st_metratio,st_radv,st_rotp,st_vsin,st_log_rhk
Kepler-441,2.30728,Kepler-441,,,TIC 267667567,Gaia DR3 2131799084568477056,,4340,0.55,0.572,-1.051,4.94,4.715,1.9,-0.57,[Fe/H],,,,
Kepler-442,2.436989,Kepler-442,,,TIC 120499135,Gaia DR3 2100258047339711488,,4402,0.598,0.609,-0.932,4.01,4.673,2.9,-0.37,[Fe/H],,,,
Kepler-443,2.40441,Kepler-443,,,TIC 299030246,Gaia DR3 2132699137916968576,,4723,0.706,0.738,-0.664,2.96,4.614,3.2,-0.01,[Fe/H],,,,
Kepler-444,2.481175,Kepler-444,,HIP 94931,TIC 394172596,Gaia DR3 2101486923385239808,K,5046,0.752,0.758,-0.42455,2.493,4.5625,11.23,-0.55,[Fe/H],-121.9,,2,
Kepler-445,2.565239,Kepler-445,,,TIC 268060194,Gaia DR3 2085482775729637376,M4,3157,0.21,0.18,-2.09994,14.392635,4.92504,6.61,0.27,[Fe/H],-61,,,
Kepler-446,2.539392,Kepler-446,,,TIC 123417850,Gaia DR3 2106929849536047744,M4,3359,0.24,0.22,-2.24766,25.357136,5.03245,3.72,-0.3,[Fe/H],-118,,,
Kepler-447,2.25011,Kepler-447,,,TIC 48506505,Gaia DR3 2131587531660567296,G8 V,5493,1.05,1,-0.19007,1.46,4.4,1.62,0.07,[Fe/H],1.39,,,
Kepler-449,2.487023,Kepler-449,,,TIC 270779644,,,5649.18,1.467,1.02,0.296,0.3897,4.091,9.77,-0.1651,[M/H],14.62561,,,
Kepler-45,2.469291,Kepler-45,,,TIC 137899948,Gaia DR3 2053562475706063744,M,3820,0.55,0.59,-1.27572,4,4.7,0.5,0.28,[Fe/H],,15.8,,
Kepler-450,2.49803,Kepler-450,,,TIC 27534138,Gaia DR3 2135590578620605568,,6197.21,1.64162,1.19,0.55403,0.379222,4.08307,2.57,0.1278,[M/H],-16.40852,,,
Kepler-452,2.528354,Kepler-452,,,TIC 272174474,Gaia DR3 2079597124345617280,G2,5757,1.11,1.037,0.08448,0.84,4.32,6,0.21,[Fe/H],,,,
Kepler-453,2.561204,Kepler-453,,,TIC 164457525,Gaia DR3 2107434834610481920,,5527,0.833,0.944,-0.2205,2.34763,4.571,2.49,0.09,[M/H],,,1.9,
Kepler-454,2.423427,Kepler-454,,,TIC 121276638,Gaia DR3 2099541715513813504,,5687,1.066,1.03,0.05259,1.199,4.4,5.25,0.32,[Fe/H],-70.2557,,2.4,
Kepler-46,2.498623,Kepler-46,,,TIC 158992508,Gaia DR3 2102700131386216576,,5155,0.938,0.902,-0.255,1.53,4.447,9.7,0.41,[M/H],,,,
Kepler-46,2.498623,Kepler-46,,,TIC 158992508,Gaia DR3 2102700131386216576,,5309,0.79,0.883,-0.255,1.66,4.583,2.34,0.17,[Fe/H],,,,
Kepler-461,2.557961,Kepler-461,,,TIC 63206513,Gaia DR3 2126801563705846528,,5634,0.91,0.98,0.24622,0.44,4.51,2.51,0.04,[Fe/H],,,,
Kepler-462,2.520525,Kepler-462,,,TIC 269263577,Gaia DR3 2075998903831657472,,7500,1.57,1.59,0.92588,0.56,4.22,0.5,0.05,[Fe/H],,0.367,80,
Kepler-463,2.539165,Kepler-463,,,TIC 268481319,Gaia DR3 2079192121810035840,,5661,0.9,0.87,0.07904,0.75,4.47,7.41,-0.28,[Fe/H],-60.26142,,,
Kepler-464,2.30368,Kepler-464,,,TIC 27239696,Gaia DR3 2134798444914611712,,5933,1.59,1.21,0.48379,0.31,4.11,4.9,0.19,[Fe/H],-50.97831,,,
Kepler-465,2.555623,Kepler-465,,,TIC 164725204,Gaia DR3 2107236613280607104,,6310,1.29,1.23,0.33805,0.56,4.31,2.19,0.09,[Fe/H],-33.25051,,,
Kepler-466,2.24534,Kepler-466,,,TIC 27644083,Gaia DR3 2134719834131370496,,5927,1.05,1.04,-0.06719,1.79031,4.42,3.47,-0.01,[Fe/H],0.30163,,,
Kepler-467,2.428369,Kepler-467,,,TIC 121214078,Gaia DR3 2099605968225288960,,5809,1.37,1.05,0.32254,0.38,4.18,8.13,0.06,[Fe/H],,,,
Kepler-468,2.34148,Kepler-468,,,TIC 299087490,Gaia DR3 2132666633603904256,,5498,0.87,0.96,-0.28606,3.71454,4.54,2,0.1,[Fe/H],,,,
Kepler-47,2.2360,Kepler-47,,,TIC 271548206,Gaia DR3 2080506523540902912,,5636,0.936,0.957,-0.076,1.65,4.492,,-0.25,[M/H],,,4.1,
Kepler-471,2.513134,Kepler-471,,,TIC 268604331,Gaia DR3 2075972481191725696,,6733,1.8,1.49,0.71017,0.54081,4.1,1.58,0.07,[Fe/H],,,,
Kepler-472,2.438228,Kepler-472,,,TIC 184554925,Gaia DR3 2073277200237694464,,4996,0.78,0.85,-0.51255,1.8,4.59,2.69,0.16,[Fe/H],,,,
Kepler-473,2.432499,Kepler-473,,,TIC 120961632,Gaia DR3 2100009935669354240,,5816,1.34,1.06,0.5248,0.18,4.21,6.92,0.12,[Fe/H],,,,
Kepler-474,2.519781,Kepler-474,,,TIC 63210391,Gaia DR3 2125972321478224896,,5785,1.08,0.99,0.41682,0.24,4.36,6.76,-0.01,[Fe/H],,,,
Kepler-475,2.452585,Kepler-475,,,TIC 121108727,Gaia DR3 2100597143598879616,,5009,0.79,0.86,-0.46424,1.8,4.58,2.69,0.21,[Fe/H],-13.20667,,,
Kepler-476,2.521888,Kepler-476,,,TIC 271430806,,,5837,1.09,1.03,0.0949,0.82614,4.38,5.37,0.04,[Fe/H],,,,
Kepler-477,2.493252,Kepler-477,,,TIC 158633329,,,5240,0.79,0.87,-0.372,1.44556,4.58,2.09,-0.04,[Fe/H],,,,
Kepler-478,2.558007,Kepler-478,,,TIC 63289259,Gaia DR3 2128256492468364160,,5210,0.8,0.85,-0.371,4.04712,4.56,4.9,-0.03,[Fe/H],,,,
Kepler-479,2.311297,Kepler-479,,,TIC 122682249,Gaia DR3 2052548107508601216,,5247,0.81,0.86,-0.40903,1.76,4.56,4.27,-0.02,[Fe/H],,,,
Kepler-48,2.468099,Kepler-48,,,TIC 171882123,Gaia DR3 2075112109039378688,,5190,0.836,0.916,-0.28926,1.53,4.487,2.69,0.26,[Fe/H],-10.533,,0.5,
Kepler-48,2.468099,Kepler-48,,,TIC 171882123,Gaia DR3 2075112109039378688,,5194,0.89,0.88,-0.28926,1.98,4.487,3.14,0.17,[Fe/H],-10.533,,0.5,
Kepler-480,2.38898,Kepler-480,,,TIC 27187218,Gaia DR3 2135044568018500096,,6322,1.34,1.25,0.47779,0.43,4.28,2.34,0.11,[Fe/H],,,,
Kepler-481,2.33199,Kepler-481,,,TIC 26541093,Gaia DR3 2129753580626548736,,5802,1.09,1.01,0.20725,0.51,4.36,6.17,0.03,[Fe/H],,,,
Kepler-482,2.20618,Kepler-482,,,TIC 27987264,Gaia DR3 2086629463276947456,,4871,0.72,0.75,-0.53864,1.8,4.6,6.03,-0.13,[Fe/H],-99.51,,2.6,
Kepler-483,2.484983,Kepler-483,,,TIC 137342400,Gaia DR3 2101719263935952768,,6346,1.47,1.28,0.43879,0.46,4.21,2.63,0.09,[Fe/H],,,,
Kepler-484,2.559262,Kepler-484,,,TIC 164721759,Gaia DR3 2107243072911617024,,5668,0.87,0.96,-0.13505,1.39,4.54,1.48,-0.1,[Fe/H],0.24929,,,
Kepler-485,2.45342,Kepler-485,,,TIC 27318774,Gaia DR3 2135184068555793024,,5958,1.09,1.07,0.07908,1.38843,4.39,3.72,0.04,[Fe/H],,,,
Kepler-487,2.472860,Kepler-487,,,TIC 139158696,Gaia DR3 2076692386427776768,,5422,0.887,0.874,-0.17269,2.46233,4.484,4.68,0.02,[Fe/H],,,,
Kepler-487,2.472860,Kepler-487,,,TIC 139158696,Gaia DR3 2076692386427776768,,5444,0.88,0.91,-0.17269,1.78366,4.51,5.62,0,[Fe/H],,,,
Kepler-489,2.422670,Kepler-489,,,TIC 122607554,Gaia DR3 2052616586468670976,,5014,0.76,0.82,-0.51802,3.04681,4.59,3.31,0,[Fe/H],,,,
Kepler-49,2.459153,Kepler-49,,,TIC 137555411,Gaia DR3 2053523271244105216,M1 V,4252,0.559,0.549,-1.13077,0.38433,4.727,2.88,0.03,[Fe/H],,,,
Kepler-49,2.459153,Kepler-49,,,TIC 137555411,Gaia DR3 2053523271244105216,M1 V,4095.6,0.618,0.607,-1.13077,3.566861,4.68,2.88,0.03,[Fe/H],,,,
Kepler-490,2.2319,Kepler-490,,,TIC 271424111,Gaia DR3 2128525460498487424,,6045,1.12,1.08,0.36497,0.87558,4.37,3.47,-0.02,[Fe/H],,,,
Kepler-491,2.493148,Kepler-491,,,TIC 158388163,Gaia DR3 2102468134431912064,,5582,1.03,1.04,-0.05683,2.00967,4.42,4.47,0.37,[Fe/H],,,,
Kepler-493,2.432092,Kepler-493,,,TIC 139104940,Gaia DR3 2076166029596100224,,6457,1.54,1.36,0.43813,0.95308,4.19,2,0.11,[Fe/H],,,,
Kepler-495,2.434070,Kepler-495,,,TIC 120692092,Gaia DR3 2100073393808483328,,5346,0.83,0.86,-0.2375,1.90183,4.55,4.37,-0.07,[Fe/H],,,,
Kepler-495,2.434070,Kepler-495,,,TIC 120692092,Gaia DR3 2100073393808483328,,5392,1.087,0.888,-0.2375,1.63771,4.314,0.6,0.18,[Fe/H],,,,
Kepler-496,2.472425,Kepler-496,,,TIC 137341066,Gaia DR3 2101650647537529088,,5293,0.82,0.86,-0.41551,2.23847,4.55,4.57,-0.03,[Fe/H],,,,
Kepler-497,2.432804,Kepler-497,,,TIC 122605766,Gaia DR3 2052865419692829056,,5834,1.11,1.09,0.25216,1.43576,4.39,3.55,0.24,[Fe/H],,,,
Kepler-498,2.533443,Kepler-498,,,TIC 159384648,Gaia DR3 2126984220073270784,,5744,0.96,0.98,0.17242,0.46378,4.47,3.89,-0.04,[Fe/H],,,,
Kepler-499,2.521879,Kepler-499,,,TIC 271430916,Gaia DR3 2078125359313871488,,5312,0.83,0.87,-0.27919,3.71393,4.55,4.57,0,[Fe/H],,,,
Kepler-5,2.524532,Kepler-5,,,TIC 268823307,Gaia DR3 2079018300195390464,,6297,1.793,1.374,0.65242,0.39897,3.96,2.88,0.04,[Fe/H],-46.7,,4.8,
Kepler-50,2.41379,Kepler-50,,,TIC 298896336,Gaia DR3 2132885161540029952,,6225,1.58,1.24,0.53582,0.441,4.132,3.8,0.03,[Fe/H],-2.71492,,,
Kepler-500,2.520073,Kepler-500,,,TIC 271968263,Gaia DR3 2079563829758338432,,5813,1.03,1.02,0.11615,0.82,4.42,4.37,0.03,[Fe/H],,,,
Kepler-501,2.483875,Kepler-501,,,TIC 169176340,Gaia DR3 2076943796633684352,,5794,1.216,1.032,0.21635,1.47144,4.282,0.3,0.14,[Fe/H],,,,
Kepler-501,2.483875,Kepler-501,,,TIC 169176340,Gaia DR3 2076943796633684352,,5904,1.04,1.03,0.21635,1.47144,4.42,3.31,-0.03,[Fe/H],,,,
Kepler-502,2.519627,Kepler-502,,,TIC 159578156,Gaia DR3 2126099078855696256,,6125,1.22,1.15,0.34908,0.211,4.33,3.09,0.05,[Fe/H],,,,
Kepler-504,2.554053,Kepler-504,,,TIC 164832454,Gaia DR3 2107186134525176960,,3519,0.33,0.33,-1.57681,7.930231,4.94,4.17,-0.31,[Fe/H],,,,
Kepler-505,2.496825,Kepler-505,,,TIC 158631520,Gaia DR3 2102511874378223360,,3931,0.53,0.55,-1.07864,3.268851,4.73,3.16,-0.19,[Fe/H],,,,
Kepler-506,2.462577,Kepler-506,,,TIC 120317234,Gaia DR3 2103452266056715392,,6236,1.19,1.19,0.28755,0.69,4.36,1.74,0.09,[Fe/H],-10.91911,,,
Kepler-507,2.45555,Kepler-507,,,TIC 27992970,Gaia DR3 2135314184585149696,,6113,1.32,1.16,0.32648,0.56,4.26,3.8,0.06,[Fe/H],-5.43406,,,
Kepler-508,2.504174,Kepler-508,,,TIC 271671025,Gaia DR3 2078008703696509056,,6025,1.25,1.16,0.28949,0.62,4.3,3.55,0.18,[Fe/H],15.0631,,,
Kepler-509,2.27598,Kepler-509,,,TIC 416283848,Gaia DR3 2129495057954829952,,6060,1.2,1.1,0.23291,0.61,4.32,4.27,0.01,[Fe/H],-19.50971,,,
Kepler-51,2.41042,Kepler-51,,,TIC 27846348,Gaia DR3 2135275362382289280,,6018,0.94,1.04,-0.1417,2.16,4.51,0.3,0.05,[M/H],,8.222,,
Kepler-51,2.41042,Kepler-51,,,TIC 27846348,Gaia DR3 2135275362382289280,,5674,0.87,0.96,-0.1417,2.086543,4.7,0.7,0.047,[Fe/H],,8.222,,
Kepler-510,2.437194,Kepler-510,,,TIC 121327187,Gaia DR3 2099656472742686848,,5746,1.41,0.91,0.33243,0.29,4.09,10.47,-0.35,[Fe/H],-58.52812,,,
Kepler-511,2.11137,Kepler-511,,,TIC 164456037,Gaia DR3 2107644188496163200,,5770,1.2,1,0.49754,0.2,4.28,7.94,0.01,[Fe/H],2.62339,,,
Kepler-511,2.11137,Kepler-511,,,TIC 164456037,Gaia DR3 2107644188496163200,,5866,1.417,0.958,0.49754,0.48937,4.117,9.12,-0.2,[Fe/H],2.62339,,,
Kepler-512,2.30609,Kepler-512,,,TIC 28448711,Gaia DR3 2086940448965828992,,5997,1.3,1.17,0.21625,0.77,4.28,3.72,0.22,[Fe/H],-28.55051,,,
Kepler-513,2.41216,Kepler-513,,,TIC 48503953,Gaia DR3 2132325200882204544,,5849,1.06,1.02,0.07874,0.72,4.39,5.5,-0.01,[Fe/H],,,,
Kepler-514,2.43052,Kepler-514,,,TIC 405717552,Gaia DR3 2133611659549905024,,6106,1.44,1.28,0.35265,0.5,4.23,2.69,0.36,[Fe/H],-14.74003,,,
Kepler-515,2.52595,Kepler-515,,,TIC 406997913,,,5293,0.83,0.9,-0.312,1.64935,4.55,3.39,0.08,[Fe/H],,,,
Kepler-516,2.430895,Kepler-516,,,TIC 184085929,Gaia DR3 2073155184495069184,,7099,2.02,1.62,0.79832,0.18673,4.04,1.32,0.01,[Fe/H],-20.96002,,,
Kepler-517,2.472808,Kepler-517,,,TIC 138297129,Gaia DR3 2077409645964537472,,5690,0.98,0.95,-0.01857,0.84,4.43,6.31,-0.06,[Fe/H],-73.48398,,,
Kepler-518,2.475668,Kepler-518,,,TIC 121112251,Gaia DR3 2100906140725803392,,5842,0.88,0.96,-0.04002,1.21,4.53,1.35,-0.23,[Fe/H],27.71292,,,
Kepler-519,2.477069,Kepler-519,,,TIC 171971913,Gaia DR3 2075161655782111872,,5260,0.8,0.89,-0.33467,1.58,4.58,1.91,0.01,[Fe/H],-20.71755,,,
Kepler-52,2.40361,Kepler-52,,,TIC 399825554,Gaia DR3 2133589776693414016,M0 V,4075,0.52,0.54,-0.99568,3.439976,4.74,1.01,0,[Fe/H],,,,
Kepler-52,2.40361,Kepler-52,,,TIC 399825554,Gaia DR3 2133589776693414016,M0 V,4263,0.556,0.577,-0.99568,3.439976,4.729,1.01,0,[Fe/H],,,,
Kepler-520,2.481611,Kepler-520,,,TIC 138097531,Gaia DR3 2077598384004774912,,6112,1.09,1.1,0.51032,0.26,4.41,2.04,-0.03,[Fe/H],23.01337,,,
Kepler-521,2.522357,Kepler-521,,,TIC 268302011,Gaia DR3 2079005651508492032,,6406,1.46,1.34,0.67119,0.33,4.24,1.78,0.25,[Fe/H],14.64613,,,
Kepler-522,2.523235,Kepler-522,,,TIC 158657354,Gaia DR3 2103117666624517888,,6392,1.98,1.54,0.65452,0.32134,4.04,1.7,0.41,[Fe/H],-3.40343,,,
Kepler-523,2.548347,Kepler-523,,,TIC 164654277,Gaia DR3 2106821925598401152,,5515,0.86,0.93,-0.27953,1.64,4.54,2.45,-0.03,[Fe/H],6.37324,,,
Kepler-524,2.32648,Kepler-524,,,TIC 27914389,Gaia DR3 2086827237930612096,,6014,1.1,1.09,0.43947,0.28,4.39,3.02,0.02,[Fe/H],,,,
Kepler-525,2.8958,Kepler-525,,,TIC 272279290,Gaia DR3 2080580328258222208,,5573,1.15,0.95,0.525,0.15,4.29,10.47,0.11,[Fe/H],,,,
Kepler-526,2.9220,Kepler-526,,,TIC 273377282,Gaia DR3 2086398222240415616,,5894,1.14,1.15,0.35055,0.36,4.38,2.14,0.34,[Fe/H],-62.9451,,,
Kepler-527,2.10129,Kepler-527,,,TIC 159642269,Gaia DR3 2129162283888866688,,6388,1.45,1.28,0.32269,0.67,4.22,2.4,0.03,[Fe/H],,,,
Kepler-528,2.14745,Kepler-528,,,TIC 271877680,Gaia DR3 2080650559563974144,,5807,1.06,1.01,0.15784,0.62,4.39,5.5,0.02,[Fe/H],-60.39,,4.5,
Kepler-529,2.15665,Kepler-529,,,TIC 158108219,Gaia DR3 2131505514964760832,,6087,1.14,1.07,0.207,1.10938,4.35,3.98,-0.1,[Fe/H],,,,
Kepler-529,2.15665,Kepler-529,,,TIC 158108219,Gaia DR3 2131505514964760832,,6078,1.189,1.005,0.241,0.02164,4.29,0.2,-0.16,[Fe/H],,,,
Kepler-53,2.458975,Kepler-53,,,TIC 122446315,Gaia DR3 2101188990094347648,,6085,0.958,0.966,0.03558,0.85,4.498,0.3,0,[Fe/H],,,,
Kepler-53,2.458975,Kepler-53,,,TIC 122446315,Gaia DR3 2101188990094347648,,5858,0.89,0.98,0.03558,0.85,4.53,0.3,0,[Fe/H],,,,
Kepler-530,2.24936,Kepler-530,,,TIC 48305629,Gaia DR3 2131736137528127744,,5697,0.89,0.97,-0.13247,1.26,4.53,1.78,-0.08,[Fe/H],,,,
Kepler-531,2.26340,Kepler-531,,,TIC 243272677,Gaia DR3 2131181055955983232,,4893,0.75,0.78,-0.55216,1.96,4.58,7.76,-0.03,[Fe/H],,,,
Kepler-532,2.27196,Kepler-532,,,TIC 264507945,Gaia DR3 2086877368789994240,,5192,0.79,0.87,-0.45789,1.89,4.58,2,0,[Fe/H],,,,
Kepler-533,2.29133,Kepler-533,,,TIC 26962715,Gaia DR3 2128970419109836160,,4758,0.72,0.78,-0.62007,2.09,4.61,3.24,0.01,[Fe/H],,,,
Kepler-534,2.36907,Kepler-534,,,TIC 27847148,Gaia DR3 2134886100904948608,,5936,0.965,1.075,0.14739,1.09657,4.501,1.58,0.07,[Fe/H],,,,
Kepler-534,2.36907,Kepler-534,,,TIC 27847148,Gaia DR3 2134886100904948608,,5884,0.98,1.05,0.14739,1.7083,4.48,1.58,0.01,[Fe/H],,,,
Kepler-535,2.38036,Kepler-535,,,TIC 351192037,Gaia DR3 2134893660047959040,,6123,1.27,1.18,0.3406,0.58,4.3,3.24,0.13,[Fe/H],,,,
Kepler-536,2.38160,Kepler-536,,,TIC 28234096,Gaia DR3 2087191485516004224,,5524,0.89,0.92,-0.21446,2.27396,4.51,4.79,0,[Fe/H],,,,
Kepler-537,2.50651,Kepler-537,,,TIC 267673013,Gaia DR3 2133263737136893696,,5763,0.99,1.07,-0.03874,1.19,4.47,1.45,0.23,[Fe/H],,,,
Kepler-538,2.38142,Kepler-538,,,TIC 28227113,Gaia DR3 2087171453788422528,,5534,0.8717,0.892,-0.17887,1.39,4.51,5.3,-0.09,[Fe/H],-37.32207,25.2,1.1,
Kepler-539,2.485843,Kepler-539,,,TIC 171510762,Gaia DR3 2075377679763353984,G2 V,5820,0.952,1.048,-0.06048,1.713,4.502,0.91,-0.01,[Fe/H],9.959,11.769,4.4,
Kepler-54,2.505787,Kepler-54,,,TIC 271262203,Gaia DR3 2077974687557384704,M1 V,4252,0.554,0.518,-1.30103,0.18002,4.73,4.83,-0.27,[Fe/H],,,,
Kepler-54,2.505787,Kepler-54,,,TIC 271262203,Gaia DR3 2077974687557384704,M1 V,3705,0.5,0.51,-1.30103,0.18002,4.75,4.83,-0.27,[Fe/H],,,,
Kepler-540,2.538537,Kepler-540,,,TIC 159452015,Gaia DR3 2127008611187043456,,5946,1.08,1.02,0.20658,0.51,4.38,4.9,-0.1,[Fe/H],5.70671,,,
Kepler-541,2.426721,Kepler-541,,,TIC 138569175,Gaia DR3 2052168466766597120,,6166,2.06,1.41,0.75505,0.16,3.96,3.09,0.07,[Fe/H],,,,
Kepler-542,2.427625,Kepler-542,,,TIC 137484431,Gaia DR3 2052695678282371840,,5526,0.9,0.93,-0.12185,1.33,4.5,4.57,0.02,[Fe/H],,,,
Kepler-543,2.431149,Kepler-543,,,TIC 121123361,Gaia DR3 2099620777272914944,,4671,0.67,0.7,-0.64251,2.23,4.63,5.75,-0.19,[Fe/H],-22.4942,,,
Kepler-544,2.434898,Kepler-544,,,TIC 138571095,Gaia DR3 2052388643966743424,,6206,1.22,1.16,0.52864,0.36,4.33,2.63,0.02,[Fe/H],,,,
Kepler-545,2.461005,Kepler-545,,,TIC 122446089,Gaia DR3 2101191326556650368,,5882,1.07,1.04,0.10684,0.96,4.39,4.47,0.03,[Fe/H],,,,
Kepler-546,2.466394,Kepler-546,,,TIC 237158650,Gaia DR3 2104353590712705152,,5967,1.15,1.11,0.27057,1.70234,4.36,3.31,0.14,[Fe/H],,,,
Kepler-547,2.529647,Kepler-547,,,TIC 158171456,Gaia DR3 2106279179170588288,,4828,0.73,0.78,-0.55508,4.148,4.61,2.88,0.01,[Fe/H],,,,
Kepler-548,2.548144,Kepler-548,,,TIC 269269546,Gaia DR3 2085193569812098944,,5535,0.9,0.93,-0.2012,3.16564,4.5,4.37,0,[Fe/H],,,,
Kepler-549,2.6402,Kepler-549,,,TIC 164455792,Gaia DR3 2107622335702262400,,5360,0.84,0.88,-0.30618,1.62,4.54,4.57,-0.03,[Fe/H],4.33,,5,
Kepler-549,2.6402,Kepler-549,,,TIC 164455792,Gaia DR3 2107622335702262400,,5312,0.986,0.859,-0.30618,9.26987,4.384,1.66,0.16,[Fe/H],4.33,,5,
Kepler-55,2.523020,Kepler-55,,,TIC 164884002,Gaia DR3 2105930840143687680,,4503,0.619,0.631,-0.76324,0.02459,4.684,2.34,-0.01,[Fe/H],,,,
Kepler-55,2.523020,Kepler-55,,,TIC 164884002,Gaia DR3 2105930840143687680,,4362,0.58,0.62,-0.76324,0.02459,4.7,2.34,-0.01,[Fe/H],,,,
Kepler-550,2.16542,Kepler-550,,,TIC 273376082,Gaia DR3 2086414268238649984,,5322,0.83,0.87,-0.38383,1.28385,4.55,4.68,-0.02,[Fe/H],-13.78,,4.1,
Kepler-551,2.18452,Kepler-551,,,TIC 350812580,Gaia DR3 2131523553827356544,,4286,0.63,0.65,-0.89514,4.18804,4.66,3.8,-0.09,[Fe/H],,,,
Kepler-552,2.21455,Kepler-552,,,TIC 417659456,Gaia DR3 2129500383713365248,,5863,1.04,1.03,0.06292,0.78445,4.42,3.89,0.01,[Fe/H],,,,
Kepler-553,2.23503,Kepler-553,,,TIC 264508613,Gaia DR3 2086498312157538688,,5191,0.902,0.889,-0.27084,1.727,4.48,8.8,0.152,[Fe/H],,,,
Kepler-554,2.51261,Kepler-554,,,TIC 27843707,Gaia DR3 2135507634212719104,,5447,0.92,0.93,-0.11758,1.16,4.49,5.62,0.14,[Fe/H],,,,
Kepler-555,2.432384,Kepler-555,,,TIC 120572779,Gaia DR3 2100232689851871488,,5894,1.04,1.03,0.26392,1.04054,4.42,3.89,0,[Fe/H],,,,
Kepler-556,2.432740,Kepler-556,,,TIC 122449752,Gaia DR3 2052912492534229504,,5740,0.98,1,-0.04785,1.27,4.46,4.17,0.03,[Fe/H],,,,
Kepler-557,2.481726,Kepler-557,,,TIC 138222081,Gaia DR3 2077604981077075712,,6068,1.16,1.11,0.72814,0.1961,4.35,3.24,0.02,[Fe/H],,,,
Kepler-558,2.498156,Kepler-558,,,TIC 164730843,Gaia DR3 2104251370492901760,,5242,0.81,0.85,-0.38422,2.34352,4.56,4.47,-0.06,[Fe/H],,,,
Kepler-559,2.520193,Kepler-559,,,TIC 272488625,Gaia DR3 2078818944993952256,,5630,0.95,0.96,-0.12141,1.92199,4.47,4.37,0.03,[Fe/H],,,,
Kepler-56,2.485322,Kepler-56,,,TIC 138430034,Gaia DR3 2077617930392844800,,4819.44,4.21799,1.29,0.90455,0.03,3.31,4.37,0.3631,[M/H],-54.30305,,,
Kepler-56,2.485322,Kepler-56,,,TIC 138430034,Gaia DR3 2077617930392844800,,4840,4.23,1.32,0.90455,0.0246,3.31,3.5,0.2,[Fe/H],-54.30305,,,
Kepler-560,2.542238,Kepler-560,,,TIC 239275865,Gaia DR3 2082162147537254400,,3556,0.33,0.34,-1.717,8.386084,4.94,4.07,-0.39,[Fe/H],,50.47,,
Kepler-561,2.543189,Kepler-561,,,TIC 270700432,Gaia DR3 2126454633427425664,,5646,0.94,0.96,-0.17974,1.4,4.48,4.27,0.02,[Fe/H],,,,
Kepler-562,2.559785,Kepler-562,,,TIC 159301821,Gaia DR3 2127518891962700672,,5575,0.9,0.93,0.01578,0.90798,4.5,4.57,-0.04,[Fe/H],,,,
Kepler-563,2.559844,Kepler-563,,,TIC 63289401,Gaia DR3 2128258141734121600,,5066,0.77,0.8,-0.44389,7.39065,4.58,5.37,-0.08,[Fe/H],,,,
Kepler-564,2.568841,Kepler-564,,,TIC 272838324,Gaia DR3 2080326444152019456,,5626,0.92,0.95,-0.06437,4.7677,4.49,4.27,-0.01,[Fe/H],,,,
Kepler-565,2.4744,Kepler-565,,,TIC 164556745,,,5735,0.95,0.98,-0.0551,1.04438,4.47,4.07,-0.02,[Fe/H],,,,
Kepler-566,2.15981,Kepler-566,,,TIC 159727092,Gaia DR3 2129241586165440768,,5132,0.79,0.83,-0.52379,6.2581,4.57,4.57,-0.01,[Fe/H],,,,
Kepler-567,2.23369,Kepler-567,,,TIC 28231454,Gaia DR3 2086532122140235904,,5148,0.79,0.84,-0.40926,2.41679,4.57,4.68,0,[Fe/H],-16.46,,7.2,
Kepler-568,2.24707,Kepler-568,,,TIC 28361088,Gaia DR3 2086543048537237760,,3768,0.53,0.55,-1.33039,4.735155,4.73,5.89,0.11,[Fe/H],,,,
Kepler-569,2.24950,Kepler-569,,,TIC 48353203,Gaia DR3 2131729780976557952,,5616,0.93,0.95,-0.10661,1.13,4.48,4.9,0.01,[Fe/H],,,,
Kepler-57,2.535393,Kepler-57,,,TIC 270615136,Gaia DR3 2126418658780855296,,5187.9,0.826,0.859,-0.34241,2.128838,4.54,3.31,0.1166,[M/H],,,,
Kepler-570,2.27692,Kepler-570,,,TIC 407001624,Gaia DR3 2129531822874416640,,5496,0.9,0.93,-0.29611,4.21558,4.5,5.01,0.06,[Fe/H],,,,
Kepler-571,2.35182,Kepler-571,,,TIC 243271972,Gaia DR3 2132069598789224960,,5527,0.9,0.93,-0.22253,1.40966,4.51,4.68,0.01,[Fe/H],,,,
Kepler-572,2.45962,Kepler-572,,,TIC 350738817,Gaia DR3 2130168405747219072,,5212,0.79,0.83,-0.43426,3.33442,4.57,4.68,-0.1,[Fe/H],,,,
Kepler-573,2.50618,Kepler-573,,,TIC 416266820,Gaia DR3 2133242846415831936,,5746,1.02,0.99,0.0286,0.75,4.41,5.89,0.02,[Fe/H],,,,
Kepler-574,2.52661,Kepler-574,,,TIC 406952542,Gaia DR3 2139316308129355520,,5612,0.91,0.95,-0.21429,2.41976,4.5,4.17,-0.01,[Fe/H],,,,
Kepler-575,2.419756,Kepler-575,,,TIC 121022533,Gaia DR3 2099156817725596800,,5710,0.95,0.97,-0.08379,0.97711,4.47,3.98,0,[Fe/H],,,,
Kepler-576,2.429429,Kepler-576,,,TIC 139036554,Gaia DR3 2052140601018026496,,5672,0.97,0.99,-0.21068,0.93119,4.46,4.47,0.09,[Fe/H],,,,
